,background,ME23,ME25,ME12,ME21,ME31,ME47,ME13,ME39,ME27,ME5,ME10,ME40,ME7,ME33,ME4,ME11,ME49,ME6,ME15,ME44,ME14,ME19,ME55,ME57,ME1,ME16,ME24,ME51,ME34,ME54,ME3,ME50,ME17,ME9,ME26,ME22,ME20,ME45,ME36,ME53,ME58,ME18,ME30,ME35,ME37,ME8,ME59,ME43,ME38,ME56,ME46,ME28,ME2,ME41,ME48,ME29,ME52,ME32,ME42,ME0
45,GB40063,GB45743,GB45698,GB42595,GB44862,GB46655,GB51524,GB43771,GB50475,GB47367,GB41265,GB41655,GB50298,GB41651,GB48406,GB41444,GB42772,GB52392,GB41279,GB43737,GB51729,GB43856,GB44429,NA,NA,GB40671,GB43734,GB45324,GB52440,GB48273,NA,GB40541,GB54670,GB43235,GB41691,GB46317,GB43547,GB43792,GB52325,GB49255,NA,NA,GB44188,GB46684,GB49549,GB49764,GB41824,NA,GB51760,GB50611,NA,GB51673,GB46361,GB40593,GB51448,GB53458,GB44647,GB55620,GB47583,GB50516,GB40721
46,GB40064,GB45929,GB45737,GB42602,GB44886,GB47092,GB52203,GB43868,GB50967,GB47591,GB41266,GB41690,GB50302,GB41663,GB48448,GB41452,GB42779,GB53496,GB41292,GB43897,GB51775,GB43860,GB44595,NA,NA,GB40676,GB43745,GB45373,GB52477,GB48463,NA,GB40572,GB55653,GB43363,GB41724,GB46318,GB43656,GB43837,GB52396,GB49453,NA,NA,GB44422,GB46711,GB49557,GB49971,GB41836,NA,GB52334,GB50897,NA,GB51919,GB46592,GB40597,GB51521,GB53505,GB44652,GB55664,GB47944,GB50608,GB40722
47,GB40065,GB46112,GB46039,GB42664,GB44998,GB47210,GB52321,GB43889,GB51255,GB47785,GB41418,GB41761,GB50309,GB41664,GB48487,GB41490,GB42817,GB53824,GB41301,GB43938,GB52330,GB44034,GB44694,NA,NA,GB40678,GB43834,GB45376,GB53386,GB48584,NA,GB40604,GB55742,GB43587,GB41729,GB46395,GB43776,GB44107,GB52670,GB49457,NA,NA,GB44431,GB46712,GB49628,GB50256,GB41844,NA,GB52528,GB51227,NA,GB52111,GB46691,GB40603,GB52427,GB53582,GB44657,GB55885,GB47946,GB50609,GB40723
48,GB40066,GB46118,GB46115,GB42756,GB45028,GB47330,GB52357,GB43904,GB51272,GB47807,GB41422,GB41788,GB50809,GB41677,GB48578,GB41569,GB42821,GB54195,GB41339,GB44005,GB52331,GB44035,GB44696,NA,NA,GB40681,GB44029,GB45404,GB54128,GB48609,NA,GB40605,GB55791,GB43664,GB41730,GB46781,GB43778,GB44319,GB52751,GB49478,NA,NA,GB44494,GB46768,GB49819,GB50932,GB41850,NA,GB52598,GB51528,NA,GB52276,GB46699,GB40610,GB52611,GB53657,GB44843,GB55912,GB47947,GB50722,GB40724
49,GB40067,GB46131,GB46202,GB42760,GB45173,GB48172,GB52652,GB44000,GB51677,GB47943,GB41453,GB41834,GB51025,GB41711,GB48579,GB41599,GB42925,GB54258,GB41367,GB44032,GB52332,GB44062,GB44881,NA,NA,GB40682,GB44292,GB45414,GB54671,GB48639,NA,GB40611,GB55855,GB43758,GB41756,GB46825,GB43820,GB44408,GB52817,GB49481,NA,NA,GB44520,GB46832,GB49878,GB50958,GB41851,NA,GB52642,GB51902,NA,GB52291,GB47053,GB40623,GB52679,GB53995,GB45019,NA,GB47977,GB50756,GB40726
50,GB40069,GB46201,GB46259,GB42894,GB45238,GB48330,GB53078,GB44103,GB51728,GB47995,GB41469,GB41864,GB51349,GB41718,GB48681,GB41633,GB42926,GB54599,GB41369,GB44049,GB52742,GB44232,GB44906,NA,NA,GB40685,GB44309,GB45458,GB55754,GB48650,NA,GB40615,GB56010,GB43910,GB41757,GB46884,GB43916,GB44425,GB53848,GB49489,NA,NA,GB44564,GB46923,GB49955,GB51322,GB41855,NA,GB53354,GB52017,NA,GB52431,GB47098,GB40627,GB53139,GB54473,GB45036,NA,GB47990,GB51031,GB40727
51,GB40070,GB46589,GB46565,GB42900,GB45388,GB48460,GB53271,GB44181,GB51885,GB48009,GB41480,GB41931,GB51502,GB41737,GB49174,GB41759,GB42952,GB54665,GB41388,GB44098,GB53160,GB44341,GB44940,NA,NA,GB40690,GB44332,GB45593,NA,GB48690,NA,GB40621,NA,GB43982,GB41786,GB46920,GB43926,GB44453,GB54121,GB49523,NA,NA,GB44689,GB46935,GB50087,GB51399,GB41882,NA,GB53371,GB52052,NA,GB53318,GB47215,GB40629,GB53531,GB55080,GB45152,NA,GB48007,GB51107,GB40728
52,GB40071,GB46983,GB46586,GB43299,GB45390,GB49064,GB53420,GB44305,GB52284,GB48175,GB41510,GB41977,GB51685,GB41769,GB49298,GB41802,GB42986,GB54685,GB41411,GB44109,GB53438,GB44347,GB44943,NA,NA,GB40697,GB44362,GB45655,NA,GB48760,NA,GB40624,NA,GB44093,GB41816,GB47010,GB44174,GB45382,GB54267,GB49627,NA,NA,GB44898,GB46941,GB50113,GB51650,GB41899,NA,GB53596,GB52446,NA,GB53588,GB47893,GB40640,GB53557,GB55428,GB45247,NA,GB48046,GB51801,GB40730
53,GB40072,GB47018,GB46605,GB43349,GB45401,GB49073,GB53516,GB44433,GB52560,GB48720,GB41583,GB41987,GB52422,GB41770,GB49329,GB41809,GB42995,NA,GB41446,GB44435,GB53524,GB44352,GB44970,NA,NA,GB40705,GB44395,GB45685,NA,GB48794,NA,GB40625,NA,GB44138,GB41862,GB47028,GB44186,GB45574,GB54490,GB49655,NA,NA,GB44938,GB47040,GB50144,GB52406,GB41946,NA,GB53755,GB52505,NA,GB53589,GB48305,GB40658,GB53644,GB55432,GB45265,NA,GB48119,GB51979,GB40731
54,GB40073,GB47623,GB46656,GB43403,GB45637,GB49138,GB54454,GB44524,GB53604,GB48808,GB41600,GB42010,GB52457,GB41775,GB49330,GB41822,GB43106,NA,GB41454,GB44440,GB53525,GB44416,GB44981,NA,NA,GB40900,GB44498,GB45723,NA,GB48839,NA,GB40626,NA,GB44228,GB41863,GB47046,GB44196,GB45578,GB54781,GB49656,NA,NA,GB44987,GB47132,GB50228,GB52643,GB42074,NA,GB54182,GB52701,NA,GB53599,GB48426,GB40661,GB54095,GB55586,GB45617,NA,GB48134,GB52155,GB40732
55,GB40074,GB47810,GB46681,GB43453,GB45645,GB49318,GB55436,GB44553,GB53636,GB48897,GB41628,GB42011,GB52518,GB41781,GB49349,GB41837,GB43117,NA,GB41491,GB44558,GB54084,GB44428,GB45077,NA,NA,GB40907,GB44511,GB45724,NA,GB48914,NA,GB40630,NA,GB44472,GB41900,GB47604,GB44207,GB45755,GB55029,GB49739,NA,NA,GB45183,GB47149,GB50414,GB52740,GB42075,NA,GB54486,GB52776,NA,GB53875,GB48529,GB40662,GB54175,GB55593,GB45943,NA,GB48166,GB52278,GB40733
56,GB40075,GB47854,GB46690,GB43477,GB45923,GB49368,GB55678,GB44575,GB53658,GB48898,GB41641,GB42037,GB52637,GB41793,GB49366,GB41849,GB43124,NA,GB41500,GB44572,GB54115,GB44537,GB45097,NA,NA,GB40929,GB44580,GB45960,NA,GB49535,NA,GB40643,NA,GB44523,GB41914,GB47972,GB45078,GB45801,GB55451,GB49973,NA,NA,GB45261,GB47165,GB50599,GB52781,GB42094,NA,GB55389,GB52854,NA,GB54118,GB48582,GB40663,GB54621,NA,GB45968,NA,GB48167,GB52407,GB40734
57,GB40076,GB47886,GB46714,GB43884,GB45979,GB49594,NA,GB44685,GB53762,GB49069,GB41652,GB42086,GB53533,GB41795,GB49426,GB41866,GB43125,NA,GB41525,GB44676,GB54541,GB44542,GB45197,NA,NA,GB40931,GB44602,GB46009,NA,GB49805,NA,GB40648,NA,GB44624,GB41917,GB48118,GB45090,GB45940,GB55777,GB50145,NA,NA,GB45286,GB47235,GB51199,GB52907,GB42113,NA,GB55406,GB53163,NA,GB54393,GB48684,GB40679,GB55098,NA,GB46683,NA,GB48355,GB52633,GB40735
58,GB40077,GB47991,GB46775,GB44072,GB46151,GB49754,NA,GB45072,GB54185,GB49090,GB41689,GB42383,GB54110,GB41825,GB49551,GB41871,GB43127,NA,GB41527,GB44682,GB55771,GB44646,GB45207,NA,NA,GB40993,GB44603,GB46071,NA,GB50142,NA,GB40659,NA,GB44887,GB41990,GB48163,GB45294,GB45949,GB55785,GB50413,NA,NA,GB45318,GB48443,GB51220,GB53277,GB42136,NA,GB55452,GB53312,NA,GB55377,GB48888,GB40683,GB55114,NA,GB46756,NA,GB48362,GB53583,GB40737
59,GB40078,GB47992,GB46877,GB44078,GB46255,GB49843,NA,GB45095,GB54420,GB49296,GB41744,GB42476,GB54609,GB41867,GB49622,GB41881,GB43147,NA,GB41578,GB44686,GB55772,GB44650,GB45227,NA,NA,GB40999,GB44604,GB46086,NA,GB50314,NA,GB40666,NA,GB45006,GB42043,GB48250,GB45548,GB45952,GB55923,GB50588,NA,NA,GB45334,GB48845,GB51345,GB53287,GB42363,NA,GB55638,GB53428,NA,NA,GB49162,GB40687,GB55123,NA,GB47048,NA,GB48363,GB54046,GB40740
60,GB40079,GB48220,GB46900,GB44118,GB46376,GB49932,NA,GB45126,GB54505,GB49378,GB41760,GB42480,GB55414,GB41878,GB49658,GB41905,GB43376,NA,GB41586,GB44706,GB55853,GB44659,GB45277,NA,NA,GB41007,GB44707,GB46117,NA,GB50426,NA,GB40667,NA,GB45168,GB42054,GB48326,GB45565,GB45954,NA,GB50751,NA,NA,GB45340,GB49044,GB51642,GB53341,GB42379,NA,GB55729,GB54076,NA,NA,GB49163,GB40688,GB55618,NA,GB47081,NA,GB48421,GB54303,GB40741
61,GB40080,GB48268,GB47592,GB44121,GB46757,GB49983,NA,GB45260,GB54600,GB49404,GB41814,GB42561,GB55722,GB41897,GB49884,GB41915,GB43389,NA,GB41588,GB44711,NA,GB44690,GB45309,NA,NA,GB41010,GB44833,GB46268,NA,GB50436,NA,GB40668,NA,GB45169,GB42135,GB48332,GB45625,GB46032,NA,GB50758,NA,NA,GB45369,GB49188,GB51672,GB53385,GB42433,NA,NA,GB54163,NA,NA,GB49193,GB40689,GB55743,NA,GB47258,NA,GB49392,GB55374,GB40743
62,GB40081,GB48387,GB48127,GB44163,GB47054,GB49996,NA,GB45266,GB54698,GB49691,GB41841,GB42631,GB55723,GB41907,GB50105,GB41948,GB43392,NA,GB41619,GB44967,NA,GB44828,GB45361,NA,NA,GB41095,GB44965,GB46326,NA,GB50687,NA,GB40680,NA,GB45170,GB42390,GB48366,GB45764,GB46047,NA,GB50810,NA,NA,GB45374,GB49526,GB51704,GB53399,GB42477,NA,NA,GB54164,NA,NA,GB49620,GB40896,GB55798,NA,GB48055,NA,GB49847,NA,GB40744
63,GB40082,GB48451,GB48213,GB44171,GB47060,GB50536,NA,GB45284,GB54882,GB50066,GB41872,GB42649,NA,GB42024,GB50389,GB41952,GB43420,NA,GB41648,GB45080,NA,GB44904,GB45389,NA,NA,GB41172,GB44966,GB46906,NA,GB50892,NA,GB40692,NA,GB45223,GB42535,GB48471,GB45778,GB46166,NA,GB50992,NA,NA,GB45418,GB49880,GB51740,GB53507,GB42485,NA,NA,GB54506,NA,NA,GB49667,GB40910,NA,NA,GB48144,NA,GB50110,NA,GB40745
64,GB40083,GB48752,GB48367,GB44279,GB47558,GB50743,NA,GB45337,GB55102,GB50072,GB41874,GB42707,NA,GB42036,GB50471,GB41973,GB43440,NA,GB41686,GB45110,NA,GB44905,GB45436,NA,NA,GB41174,GB44980,GB47052,NA,GB50954,NA,GB40916,NA,GB45248,GB42539,GB48709,GB45962,GB46298,NA,GB51001,NA,NA,GB45457,GB50001,GB52702,GB53553,GB42489,NA,NA,GB54633,NA,NA,GB49873,GB40913,NA,NA,GB48474,NA,GB50111,NA,GB40746
65,GB40084,GB48768,GB48402,GB44323,GB47566,GB50875,NA,GB45479,GB55366,GB50079,GB41885,GB42717,NA,GB42079,GB50498,GB41976,GB43482,NA,GB41697,GB45187,NA,GB44912,GB45557,NA,NA,GB41177,GB45012,GB47079,NA,GB51053,NA,GB40917,NA,GB45278,GB42558,GB48772,GB46103,GB46335,NA,GB51061,NA,NA,GB45641,GB50136,GB52997,GB53711,GB42503,NA,NA,GB54881,NA,NA,GB50040,GB40914,NA,NA,GB49755,NA,GB50112,NA,GB40747
66,GB40085,GB48797,GB48527,GB44331,GB47825,GB51464,NA,GB45583,GB55564,GB50166,GB41896,GB42742,NA,GB42085,GB50749,GB41981,GB43486,NA,GB41715,GB45254,NA,GB45042,GB45674,NA,NA,GB41193,GB45033,GB47152,NA,GB51389,NA,GB40921,NA,GB45707,GB42560,GB49678,GB46105,GB46702,NA,GB51648,NA,NA,GB45678,GB50241,GB53021,GB53712,GB42524,NA,NA,GB55375,NA,NA,GB50286,GB40933,NA,NA,GB49960,NA,GB50123,NA,GB40748
67,GB40086,GB48819,GB48668,GB44436,GB47882,GB51970,NA,GB45659,GB55769,GB50175,GB41942,GB42774,NA,GB42088,GB50869,GB42015,GB43508,NA,GB41778,GB45273,NA,GB45155,GB45948,NA,NA,GB41196,GB45185,GB47616,NA,GB51391,NA,GB40967,NA,GB46133,GB42578,GB49692,GB46241,GB46765,NA,GB52072,NA,NA,GB45695,GB51090,GB53043,GB53736,GB42534,NA,NA,GB55393,NA,NA,GB50615,GB40968,NA,NA,GB50013,NA,GB50226,NA,GB40749
68,GB40087,GB48831,GB48721,GB44495,GB47918,GB52120,NA,GB45682,GB55794,GB50412,GB41945,GB42830,NA,GB42106,GB50944,GB42017,GB43540,NA,GB41780,GB45299,NA,GB45212,GB45958,NA,NA,GB41219,GB45262,GB47816,NA,GB51657,NA,GB40973,NA,GB46157,GB42581,GB49757,GB46396,GB46798,NA,GB52539,NA,NA,GB45730,GB51091,GB53045,GB53780,GB42570,NA,NA,GB55396,NA,NA,GB50682,GB40979,NA,NA,GB50150,NA,GB50238,NA,GB40750
69,GB40088,GB48833,GB48784,GB44544,GB48110,GB52163,NA,GB45740,GB55882,GB50665,GB41951,GB42837,NA,GB42265,GB51000,GB42077,GB43630,NA,GB41782,GB45393,NA,GB45214,GB45982,NA,NA,GB41220,GB45281,GB47828,NA,GB51985,NA,GB40974,NA,GB46163,GB42608,GB49773,GB46561,GB46818,NA,GB52558,NA,NA,GB45908,GB51273,GB53389,GB53814,GB42701,NA,NA,GB55498,NA,NA,GB50813,GB40980,NA,NA,GB50156,NA,GB50530,NA,GB40751
70,GB40089,GB48917,GB49038,GB44559,GB48158,GB52180,NA,GB45759,GB55943,GB50666,GB42076,GB42863,NA,GB42367,GB51119,GB42082,GB43633,NA,GB41787,GB45610,NA,GB45259,GB46012,NA,NA,GB41228,GB45350,GB47958,NA,GB52002,NA,GB40975,NA,GB46170,GB42616,GB49784,GB47291,GB47101,NA,GB52626,NA,NA,GB46006,GB51517,GB53412,GB54203,GB42728,NA,NA,GB55610,NA,NA,GB51236,GB40992,NA,NA,GB50223,NA,GB50883,NA,GB40752
71,GB40090,GB48918,GB49156,GB44663,GB48161,GB52183,NA,GB45922,NA,GB50668,GB42078,GB42945,NA,GB42375,GB51396,GB42095,GB43748,NA,GB41797,GB45646,NA,GB45349,GB46048,NA,NA,GB41230,GB45365,GB48203,NA,GB52162,NA,GB40996,NA,GB46221,GB42643,GB49785,GB47531,GB47339,NA,GB52678,NA,NA,GB46052,GB51532,GB53695,GB54374,GB42768,NA,NA,GB55874,NA,NA,GB51406,GB41086,NA,NA,GB50224,NA,GB50906,NA,GB40754
72,GB40091,GB49113,GB49219,GB44679,GB48261,GB52373,NA,GB45924,NA,GB50691,GB42272,GB42999,NA,GB42400,GB51430,GB42104,GB43750,NA,GB41807,GB45728,NA,GB45368,GB46102,NA,NA,GB41236,GB45423,GB48376,NA,GB52194,NA,GB41001,NA,GB46274,GB42675,GB49807,GB47533,GB47340,NA,GB52693,NA,NA,GB46074,GB51665,GB54048,GB54611,GB42804,NA,NA,GB55878,NA,NA,GB51416,GB41090,NA,NA,GB50525,NA,GB51058,NA,GB40755
73,GB40092,GB49359,GB49343,GB44680,GB48419,GB52379,NA,GB46005,NA,GB50876,GB42274,GB43121,NA,GB42405,GB51462,GB42109,GB43808,NA,GB41826,GB45729,NA,GB45531,GB46204,NA,NA,GB41239,GB45441,GB48569,NA,GB52216,NA,GB41003,NA,GB46364,GB42729,GB49936,GB47790,GB47532,NA,GB53372,NA,NA,GB46180,GB52152,GB54057,GB55214,GB42840,NA,NA,GB55879,NA,NA,GB51769,GB41096,NA,NA,GB50621,NA,GB51059,NA,GB40756
74,GB40093,GB49756,GB49586,GB44873,GB48505,GB52503,NA,GB46061,NA,GB50901,GB42284,GB43134,NA,GB42415,GB51762,GB42111,GB43819,NA,GB41829,GB45746,NA,GB45568,GB46304,NA,NA,GB41250,GB45567,GB48670,NA,GB52289,NA,GB41088,NA,GB46667,GB42793,GB49999,GB47801,GB47636,NA,GB54088,NA,NA,GB46226,GB52789,GB54058,GB55220,GB42876,NA,NA,GB55949,NA,NA,GB51784,GB41108,NA,NA,GB50880,NA,GB51073,NA,GB40757
75,GB40094,GB49769,GB50078,GB44914,GB48542,GB52562,NA,GB46253,NA,GB50978,GB42382,GB43154,NA,GB42479,GB51913,GB42112,GB43822,NA,GB41889,GB46013,NA,GB45633,GB46400,NA,NA,GB41254,GB45569,GB48848,NA,GB52355,NA,GB41094,NA,GB46682,GB42796,GB50085,GB47983,GB47987,NA,GB54106,NA,NA,GB46333,GB53272,GB54255,GB55398,GB42904,NA,NA,GB55973,NA,NA,GB52055,GB41116,NA,NA,GB51142,NA,GB51214,NA,GB40758
76,GB40095,GB49808,GB50194,GB44972,GB48589,GB52942,NA,GB46282,NA,GB50979,GB42384,GB43287,NA,GB42494,GB51924,GB42263,GB43905,NA,GB41916,GB46036,NA,GB45694,GB46580,NA,NA,GB41255,GB45686,GB48883,NA,GB52356,NA,GB41115,NA,GB46692,GB42815,GB50086,GB47984,GB48010,NA,GB54292,NA,NA,GB46375,GB53369,GB54268,GB55635,GB42963,NA,NA,GB55974,NA,NA,GB52170,GB41138,NA,NA,GB51159,NA,GB51318,NA,GB40759
77,GB40096,GB50083,GB50211,GB45010,GB48605,GB52943,NA,GB46381,NA,GB50999,GB42418,GB43312,NA,GB42497,GB51966,GB42273,GB43912,NA,GB41950,GB46143,NA,GB46016,GB46731,NA,NA,GB41277,GB45716,GB49161,NA,GB52719,NA,GB41184,NA,GB46855,GB42865,GB50181,GB47993,GB48011,NA,GB54662,NA,NA,GB46562,GB53519,GB54460,GB55636,GB42967,NA,NA,NA,NA,NA,GB52224,GB41167,NA,NA,GB51163,NA,GB51482,NA,GB40760
78,GB40098,GB50171,GB50684,GB45051,GB48745,GB53046,NA,GB46590,NA,GB51029,GB42420,GB43388,NA,GB42520,GB52511,GB42398,GB43913,NA,GB41979,GB46146,NA,GB46042,GB46732,NA,NA,GB41318,GB45749,GB49407,NA,GB53265,NA,GB41186,NA,GB46864,GB42868,GB50492,GB48052,GB48063,NA,GB55063,NA,NA,GB46750,GB53729,GB54622,GB55669,GB43083,NA,NA,NA,NA,NA,GB52238,GB41192,NA,NA,GB51772,NA,GB51527,NA,GB40761
79,GB40100,GB50210,GB50724,GB45068,GB48763,GB53093,NA,GB46708,NA,GB51162,GB42452,GB43442,NA,GB42526,GB52532,GB42416,GB44028,NA,GB42023,GB46175,NA,GB46050,GB46963,NA,NA,GB41319,GB45752,GB49543,NA,GB53624,NA,GB41217,NA,GB46867,GB42879,GB50604,GB48329,GB48125,NA,GB55119,NA,NA,GB46776,GB53754,GB54661,GB55871,GB43175,NA,NA,NA,NA,NA,GB52253,GB41197,NA,NA,GB52145,NA,GB51652,NA,GB40762
80,GB40101,GB50251,GB50728,GB45070,GB48832,GB53148,NA,GB46709,NA,GB51211,GB42454,GB43479,NA,GB42529,GB52915,GB42419,GB44048,NA,GB42087,GB46218,NA,GB46109,GB47335,NA,NA,GB41374,GB46056,GB49565,NA,GB53640,NA,GB41242,NA,GB46947,GB42889,GB50623,GB48388,GB48157,NA,GB55178,NA,NA,GB46845,GB53797,GB54726,NA,GB43198,NA,NA,NA,NA,NA,GB52264,GB41246,NA,NA,GB52146,NA,GB51653,NA,GB40763
81,GB40102,GB50268,GB50748,GB45092,GB48921,GB53431,NA,GB46715,NA,GB51324,GB42498,GB43483,NA,GB42600,GB53145,GB42429,GB44082,NA,GB42089,GB46284,NA,GB46244,GB47341,NA,NA,GB41378,GB46085,GB49585,NA,GB53744,NA,GB41276,NA,GB46992,GB42915,GB50651,GB48611,GB48178,NA,GB55191,NA,NA,GB46985,GB54404,GB54811,NA,GB43199,NA,NA,NA,NA,NA,GB52582,GB41257,NA,NA,GB52342,NA,GB51787,NA,GB40764
82,GB40103,GB50409,GB50753,GB45157,GB49102,GB53713,NA,GB46728,NA,GB51336,GB42499,GB43544,NA,GB42662,GB53567,GB42430,GB44084,NA,GB42134,GB46761,NA,GB46248,GB47554,NA,NA,GB41396,GB46168,GB49597,NA,GB53745,NA,GB41289,NA,GB47020,GB42916,GB50903,GB48673,GB48215,NA,GB55444,NA,NA,GB47017,GB54577,GB55071,NA,GB43209,NA,NA,NA,NA,NA,GB52689,GB41268,NA,NA,GB52343,NA,GB52206,NA,GB40765
83,GB40106,GB50455,GB50847,GB45240,GB49130,GB53725,NA,GB46736,NA,GB52048,GB42514,GB43694,NA,GB42663,GB53616,GB42449,GB44108,NA,GB42270,GB46763,NA,GB46272,GB47829,NA,NA,GB41420,GB46169,GB50205,NA,GB53746,NA,GB41296,NA,GB47055,GB42917,GB51075,GB48685,GB48234,NA,GB55810,NA,NA,GB47542,GB54776,GB55121,NA,GB43272,NA,NA,NA,NA,NA,GB52733,GB41281,NA,NA,GB52527,NA,GB52326,NA,GB40766
84,GB40107,GB50778,GB50980,GB45241,GB49239,GB54225,NA,GB46751,NA,GB52345,GB42613,GB43729,NA,GB42680,GB53696,GB42473,GB44152,NA,GB42275,GB46980,NA,GB46273,GB48074,NA,NA,GB41424,GB46615,GB50384,NA,GB54457,NA,GB41302,NA,GB47609,GB42924,GB51087,GB48689,GB48254,NA,GB55946,NA,NA,GB47590,GB55144,GB55156,NA,GB43314,NA,NA,NA,NA,NA,GB52734,GB41286,NA,NA,GB52553,NA,GB52397,NA,GB40767
85,GB40108,GB50808,GB50998,GB45244,GB49564,GB54291,NA,GB46797,NA,GB52429,GB42621,GB43779,NA,GB42746,GB53836,GB42488,GB44203,NA,GB42276,GB46998,NA,GB46307,GB48093,NA,NA,GB41425,GB46635,GB50386,NA,GB54535,NA,GB41330,NA,GB47804,GB42953,GB51683,GB48793,GB48295,NA,GB55988,NA,NA,GB47635,GB55146,GB55157,NA,GB43342,NA,NA,NA,NA,NA,GB52848,GB41314,NA,NA,GB52723,NA,GB53064,NA,GB40768
86,GB40109,GB50938,GB51413,GB45293,GB49804,GB54302,NA,GB46879,NA,GB52597,GB42626,GB43785,NA,GB42810,GB54251,GB42515,GB44211,NA,GB42404,GB47131,NA,GB46594,GB48170,NA,NA,GB41426,GB46961,GB50387,NA,GB55043,NA,GB41338,NA,GB47808,GB42954,GB51800,GB48870,GB48361,NA,NA,NA,NA,GB47881,GB55169,GB55215,NA,GB43409,NA,NA,NA,NA,NA,GB52919,GB41315,NA,NA,GB52829,NA,GB53320,NA,GB40769
87,GB40110,GB50959,GB51414,GB45471,GB49836,GB54422,NA,GB46885,NA,GB52645,GB42629,GB43809,NA,GB42847,GB54499,GB42525,GB44212,NA,GB42431,GB47270,NA,GB46599,GB48222,NA,NA,GB41428,GB47027,GB50726,NA,GB55349,NA,GB41355,NA,GB48130,GB43035,GB52118,GB49030,GB48364,NA,NA,NA,NA,GB47997,GB55218,GB55536,NA,GB43427,NA,NA,NA,NA,NA,GB52933,GB41316,NA,NA,GB52992,NA,GB53356,NA,GB40770
88,GB40111,GB50990,GB51504,GB45472,GB50090,GB54569,NA,GB47066,NA,GB52667,GB42645,GB43877,NA,GB42861,GB54503,GB42562,GB44222,NA,GB42556,GB47279,NA,GB46698,GB48296,NA,NA,GB41431,GB47043,GB50763,NA,GB55425,NA,GB41399,NA,GB48154,GB43036,GB52230,GB49200,GB48470,NA,NA,NA,NA,GB48150,GB55219,GB55544,NA,GB43436,NA,NA,NA,NA,NA,GB52945,GB41317,NA,NA,GB52995,NA,GB53598,NA,GB40771
89,GB40112,GB51086,GB51702,GB45473,GB50261,GB54750,NA,GB47096,NA,GB53311,GB42689,GB43883,NA,GB42862,GB54607,GB42588,GB44289,NA,GB42557,GB47284,NA,GB46735,GB48360,NA,NA,GB41432,GB47061,GB51160,NA,GB55576,NA,GB41414,NA,GB48207,GB43070,GB52400,GB49224,GB48629,NA,NA,NA,NA,GB48191,GB55233,GB55693,NA,GB43446,NA,NA,NA,NA,NA,GB52984,GB41320,NA,NA,GB53013,NA,GB54817,NA,GB40772
90,GB40113,GB51088,GB51782,GB45640,GB50435,GB55021,NA,GB47112,NA,GB53324,GB42693,GB44044,NA,GB42930,GB54676,GB42589,GB44298,NA,GB42580,GB47634,NA,GB46790,GB48369,NA,NA,GB41433,GB47107,GB51757,NA,GB55801,NA,GB41436,NA,GB48238,GB43094,GB52401,GB49243,GB48640,NA,NA,NA,NA,GB48308,GB55235,GB55776,NA,GB43498,NA,NA,NA,NA,NA,GB53126,GB41328,NA,NA,GB53015,NA,GB54818,NA,GB40773
91,GB40114,GB51213,GB51892,GB45642,GB50554,GB55151,NA,GB47179,NA,GB53326,GB42737,GB44097,NA,GB42941,GB55147,GB42615,GB44300,NA,GB42596,GB47824,NA,GB46820,GB48490,NA,NA,GB41450,GB47231,GB52083,NA,GB55842,NA,GB41460,NA,GB48239,GB43142,GB52403,GB49248,GB48911,NA,NA,NA,NA,GB48309,GB55466,GB55916,NA,GB43568,NA,NA,NA,NA,NA,GB53315,GB41329,NA,NA,GB53286,NA,GB54889,NA,GB40774
92,GB40115,GB51276,GB52154,GB45654,GB50664,GB55359,NA,GB47212,NA,GB53429,GB42743,GB44114,NA,GB42943,GB55163,GB42650,GB44303,NA,GB42597,GB47951,NA,GB46907,GB48555,NA,NA,GB41456,GB47310,GB52424,NA,NA,NA,GB41479,NA,GB48483,GB43227,GB52663,GB49333,GB49065,NA,NA,NA,NA,GB48314,GB55581,NA,NA,GB43585,NA,NA,NA,NA,NA,GB53403,GB41331,NA,NA,GB53310,NA,GB54893,NA,GB40775
93,GB40116,GB51372,GB52710,GB45667,GB50695,GB55500,NA,GB47230,NA,GB53722,GB42770,GB44115,NA,GB42964,GB55369,GB42651,GB44304,NA,GB42642,GB47971,NA,GB46929,GB48566,NA,NA,GB41465,GB47313,GB52519,NA,NA,NA,GB41513,NA,GB48550,GB43230,GB52749,GB49385,GB49180,NA,NA,NA,NA,GB48319,GB55614,NA,NA,GB43631,NA,NA,NA,NA,NA,GB54083,GB41336,NA,NA,GB53469,NA,GB55483,NA,GB40776
94,GB40117,GB51647,GB52918,GB45725,GB50757,GB55514,NA,GB47285,NA,GB53764,GB42787,GB44164,NA,GB42969,GB55590,GB42653,GB44313,NA,GB42667,GB48048,NA,GB46937,GB48708,NA,NA,GB41483,GB47564,GB52628,NA,NA,NA,GB41520,NA,GB48598,GB43302,GB52790,GB49575,GB49444,NA,NA,NA,NA,GB48335,GB55616,NA,NA,GB43724,NA,NA,NA,NA,NA,GB54139,GB41337,NA,NA,GB53485,NA,GB55598,NA,GB40777
