"","Beebase","FBO_Module","FBO_DEG_Type","active_bias","sterile_bias","Entrez","D_melanogaster_Protein_ID","D_melanogaster_Gene_ID","accession","Gene_name"
"168","GB40173","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_006572651.1"," PREDICTED: Apis mellifera major facilitator superfamily domain-containing protein 3-like (LOC102654962), mRNA"
"169","GB40174","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"170","GB40175","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XR_412319.1"," PREDICTED: Apis mellifera S phase cyclin A-associated protein in the endoplasmic reticulum-like (LOC100577405), ncRNA"
"171","GB40176","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"172","GB40177","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"173","GB40178","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_003251953.1"," PREDICTED: Apis mellifera leucine-responsive regulatory protein-like (LOC100577391), partial mRNA"
"174","GB40179","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"175","GB40180","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_001119896.3"," PREDICTED: Apis mellifera probable malate dehydrogenase, mitochondrial-like (LOC724677), mRNA"
"176","GB40181","FBO  4",NA,NA,NA,NA,NA,NA,NA,NA
"177","GB40182","FBO  12",NA,NA,NA,NA,NA,NA,NA,NA
"178","GB40183","FBO  3",NA,NA,NA,"724462","#N/A","#N/A","XM_006558324.1"," PREDICTED: Apis mellifera odorant receptor 78 (Or78), transcript variant X1, mRNA"
"179","GB40184","FBO  1",NA,NA,NA,"100576282","#N/A","#N/A","XM_006558326.1"," PREDICTED: Apis mellifera odorant receptor Or2-like (LOC100576282), mRNA"
"180","GB40185","FBO  10",NA,NA,NA,NA,"#N/A","#N/A","XM_006558327.1"," PREDICTED: Apis mellifera putative odorant receptor 13a-like (LOC102653606), mRNA"
"181","GB40186","FBO  8",NA,NA,NA,"724590","#N/A","#N/A","XM_006558328.1"," PREDICTED: Apis mellifera putative odorant receptor 13a-like (LOC724590), mRNA"
"182","GB40187","FBO  1","Sterile",NA,NA,"100576246","#N/A","#N/A","XM_003249220.2"," PREDICTED: Apis mellifera putative odorant receptor 13a-like (LOC100576246), mRNA"
"183","GB40188","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_003249219.2"," PREDICTED: Apis mellifera odorant receptor Or2-like (LOC100576212), mRNA"
"184","GB40189","FBO  1",NA,NA,NA,"100576212","#N/A","#N/A","XM_003249219.2"," PREDICTED: Apis mellifera odorant receptor Or2-like (LOC100576212), mRNA"
"185","GB40190","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_003249234.2"," PREDICTED: Apis mellifera odorant receptor Or2-like (LOC100577062), mRNA"
"186","GB40191","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_003249234.2"," PREDICTED: Apis mellifera odorant receptor Or2-like (LOC100577062), mRNA"
"187","GB40192","FBO  3",NA,NA,NA,"100577024","#N/A","#N/A","XM_003249233.2"," PREDICTED: Apis mellifera uncharacterized LOC100577024 (LOC100577024), mRNA"
"188","GB40193","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006558323.1"," PREDICTED: Apis mellifera putative odorant receptor 13a-like (LOC102656838), mRNA"
"189","GB40194","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_003249232.1"," PREDICTED: Apis mellifera uncharacterized LOC100576980 (LOC100576980), mRNA"
"190","GB40195","FBO  1",NA,NA,NA,"100576940","#N/A","#N/A","XM_003249231.1"," PREDICTED: Apis mellifera uncharacterized LOC100576940 (LOC100576940), mRNA"
"191","GB40196","FBO  7",NA,NA,NA,NA,"#N/A","#N/A","XR_407817.1"," PREDICTED: Apis mellifera uncharacterized LOC724911 (LOC724911), misc_RNA"
"192","GB40197","FBO  6",NA,NA,NA,"724911","#N/A","#N/A","XR_407817.1"," PREDICTED: Apis mellifera uncharacterized LOC724911 (LOC724911), misc_RNA"
"193","GB40198","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006558322.1"," PREDICTED: Apis mellifera putative odorant receptor 13a-like (LOC724958), mRNA"
"194","GB40199","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"195","GB40200","FBO  12",NA,NA,NA,"725052","#N/A","#N/A","XM_001120948.3"," PREDICTED: Apis mellifera odorant receptor 94 (Or94), mRNA"
"196","GB40201","FBO  1",NA,NA,NA,"100576839","#N/A","#N/A","XM_003249230.2"," PREDICTED: Apis mellifera odorant receptor Or2-like (LOC100576839), mRNA"
"197","GB40202","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_003249216.2"," PREDICTED: Apis mellifera putative odorant receptor 67c-like (LOC100576111), mRNA"
"198","GB40203","FBO  6","Sterile",NA,NA,"413369","FBpp0288490","FBgn0051028","XM_006558333.1"," PREDICTED: Apis mellifera copper transporter superoxide dismutase (CT-SOD), partial mRNA"
"199","GB40204","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006558332.1"," PREDICTED: Apis mellifera RNA polymerase II 140kD subunit (RpII140), mRNA"
"200","GB40205","FBO  4",NA,NA,NA,"552156","FBpp0082353","FBgn0262955","XM_006558332.1"," PREDICTED: Apis mellifera RNA polymerase II 140kD subunit (RpII140), mRNA"
"201","GB40206","FBO  5",NA,NA,NA,"552108","FBpp0073587","FBgn0030466","XM_006558319.1"," PREDICTED: Apis mellifera probable G-protein coupled receptor 125-like (LOC552108), mRNA"
"202","GB40207","FBO  12",NA,NA,NA,"724712","FBpp0082542","FBgn0021750","XM_006558318.1"," PREDICTED: Apis mellifera seryl-tRNA synthetase (Aats-ser), mRNA"
"203","GB40208","FBO  15",NA,NA,NA,"409955","FBpp0083135","FBgn0038666","XM_393446.5"," PREDICTED: Apis mellifera WD40 repeat-containing protein SMU1-like (LOC409955), transcript variant 1, mRNA"
"204","GB40209","FBO  6",NA,NA,NA,NA,"FBpp0081318","FBgn0010433","XM_006558315.1"," PREDICTED: Apis mellifera protein atonal-like (LOC102656170), transcript variant X1, mRNA"
"205","GB40210","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"206","GB40211","FBO  11",NA,NA,NA,NA,"FBpp0082754","FBgn0038446","XM_003249243.2"," PREDICTED: Apis mellifera putative peptidyl-tRNA hydrolase PTRHD1-like (LOC725196), transcript variant X2, mRNA"
"207","GB40212","FBO  6",NA,NA,NA,"725498","#N/A","#N/A","XM_001121335.3"," PREDICTED: Apis mellifera extracellular domains-containing protein CG31004-like (LOC725498), transcript variant X1, mRNA"
"208","GB40213","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"209","GB40214","FBO  4","Reproductive",NA,NA,NA,"#N/A","#N/A","XR_407805.1"," PREDICTED: Apis mellifera uncharacterized LOC102655518 (LOC102655518), ncRNA"
"210","GB40216","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"211","GB40217","FBO  2","Reproductive",NA,NA,"413064","FBpp0070913","FBgn0025815","XM_006558304.1"," PREDICTED: Apis mellifera DNA replication licensing factor Mcm6-like (LOC413064), transcript variant X1, mRNA"
"212","GB40218","FBO  3",NA,NA,NA,"100576458","#N/A","#N/A","XM_006558330.1"," PREDICTED: Apis mellifera urea transporter 2-like (LOC100576458), mRNA"
"213","GB40219","FBO  1",NA,NA,NA,"100576428","#N/A","#N/A","XM_006558301.1"," PREDICTED: Apis mellifera uncharacterized LOC100576428 (LOC100576428), mRNA"
"214","GB40221","FBO  4",NA,NA,NA,"551248","FBpp0084454","FBgn0039465","XM_006558299.1"," PREDICTED: Apis mellifera tetraspanin-31-like (LOC551248), mRNA"
"215","GB40222","FBO  10",NA,NA,NA,"409959","#N/A","#N/A","XM_393450.5"," PREDICTED: Apis mellifera cell division control protein 2 cognate (cdc2c), transcript variant 2, mRNA"
"216","GB40223","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"217","GB40224","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"218","GB40225","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XR_407801.1"," PREDICTED: Apis mellifera uncharacterized LOC551115 (LOC551115), misc_RNA"
"219","GB40226","FBO  5",NA,NA,NA,NA,"#N/A","#N/A","XR_407801.1"," PREDICTED: Apis mellifera uncharacterized LOC551115 (LOC551115), misc_RNA"
"220","GB40227","FBO  8",NA,NA,NA,"412797","#N/A","#N/A","XM_006558300.1"," PREDICTED: Apis mellifera facilitated trehalose transporter Tret1-like (LOC412797), mRNA"
"221","GB40228","FBO  2",NA,NA,NA,"100576488","#N/A","#N/A","XM_003249226.2"," PREDICTED: Apis mellifera uncharacterized LOC100576488 (LOC100576488), transcript variant X1, mRNA"
"222","GB40229","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_003249227.2"," PREDICTED: Apis mellifera collagen alpha-2(IX) chain-like (LOC100576526), mRNA"
"223","GB40230","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_003249227.2"," PREDICTED: Apis mellifera collagen alpha-2(IX) chain-like (LOC100576526), mRNA"
"224","GB40231","FBO  20",NA,NA,NA,"551490","FBpp0292667","FBgn0259244","XR_407812.1"," PREDICTED: Apis mellifera collagen alpha chain CG42342-like (LOC551490), transcript variant X4, misc_RNA"
"225","GB40232","FBO  10",NA,NA,NA,"409954","FBpp0073594","FBgn0040309","XM_003249241.2"," PREDICTED: Apis mellifera thioredoxin peroxidase 1 (Tpx-1), mRNA"
"226","GB40233","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006558331.1"," PREDICTED: Apis mellifera uncharacterized LOC725246 (LOC725246), mRNA"
"227","GB40234","FBO  6","Sterile",NA,"paternal","725246","FBpp0081353","FBgn0037565","XM_006558331.1"," PREDICTED: Apis mellifera uncharacterized LOC725246 (LOC725246), mRNA"
"228","GB40237","FBO  5",NA,NA,NA,"413539","FBpp0271781","FBgn0001247","XM_396981.5"," PREDICTED: Apis mellifera insulin-degrading enzyme-like (LOC413539), transcript variant X2, mRNA"
"229","GB40238","FBO  3",NA,NA,NA,"552084","FBpp0078980","FBgn0021944","XM_003249214.2"," PREDICTED: Apis mellifera coproporphyrinogen-III oxidase-like (LOC552084), mRNA"
"230","GB40239","FBO  12",NA,NA,NA,"412351","FBpp0078559","FBgn0037241","XM_395812.5"," PREDICTED: Apis mellifera transmembrane protein 129-like (LOC412351), transcript variant X2, mRNA"
"231","GB40240","FBO  3",NA,NA,NA,"409881","FBpp0088688","FBgn0002773","XM_006558321.1"," PREDICTED: Apis mellifera myosin regulatory light chain 2 (Mlc2), mRNA"
"232","GB40241","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"233","GB40242","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"234","GB40243","FBO  1",NA,NA,NA,"409257","#N/A","#N/A","XM_397551.5"," PREDICTED: Apis mellifera uncharacterized LOC409257 (LOC409257), transcript variant X2, mRNA"
"235","GB40244","FBO  4",NA,NA,NA,NA,NA,NA,NA,NA
"236","GB40245","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006572712.1"," PREDICTED: Apis mellifera uncharacterized LOC102656406 (LOC102656406), mRNA"
"237","GB40246","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XR_412597.1"," PREDICTED: Apis mellifera uncharacterized LOC100578521 (LOC100578521), ncRNA"
"238","GB40247","FBO  9","Reproductive",NA,NA,NA,"#N/A","#N/A","XM_395389.5"," PREDICTED: Apis mellifera ubiquitin carboxyl-terminal hydrolase 22-like (LOC411920), mRNA"
"239","GB40248","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_397347.4"," PREDICTED: Apis mellifera cytochrome P450 6AS12 (CYP6AS12), transcript variant X2, mRNA"
"240","GB40249","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_003251985.2"," PREDICTED: Apis mellifera uncharacterized LOC100577523 (LOC100577523), mRNA"
"241","GB40250","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"242","GB40251","FBO  8",NA,NA,NA,"552030","FBpp0089118","FBgn0003396","XM_006572115.1"," PREDICTED: Apis mellifera schnurri (shn), transcript variant X1, mRNA"
"243","GB40252","FBO  12","Reproductive",NA,NA,"727025","FBpp0111294","FBgn0262954","XM_001122738.3"," PREDICTED: Apis mellifera DNA-directed RNA polymerases I, II, and III subunit RPABC4-like (LOC727025), mRNA"
"244","GB40253","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006572392.1"," PREDICTED: Apis mellifera muscle-specific protein 20-like (LOC724711), mRNA"
"245","GB40254","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006563447.1"," PREDICTED: Apis mellifera probable palmitoyltransferase ZDHHC16-like (LOC412024), transcript variant X1, mRNA"
"246","GB40255","FBO  7",NA,NA,NA,NA,NA,NA,NA,NA
"247","GB40256","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"248","GB40257","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"249","GB40258","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"250","GB40259","FBO  12",NA,NA,NA,"552586","FBpp0110448","FBgn0039965","XM_624961.3"," PREDICTED: Apis mellifera hcp beta-lactamase-like protein CG13865-like (LOC552586), transcript variant 2, mRNA"
"251","GB40261","FBO  3",NA,NA,NA,"552600","FBpp0082228","FBgn0038149","XM_624974.4"," PREDICTED: Apis mellifera gamma-interferon-inducible lysosomal thiol reductase-like (LOC552600), mRNA"
"252","GB40262","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_397161.5"," PREDICTED: Apis mellifera uncharacterized LOC413721 (LOC413721), transcript variant X7, mRNA"
"253","GB40263","FBO  8",NA,NA,NA,"413721","#N/A","#N/A","XM_006557310.1"," PREDICTED: Apis mellifera uncharacterized LOC413721 (LOC413721), transcript variant X1, mRNA"
"254","GB40264","FBO  7",NA,NA,NA,NA,"#N/A","#N/A","XM_001122141.3"," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X1, mRNA"
"255","GB40265","FBO  7",NA,NA,NA,"726399","FBpp0089038","FBgn0022361","XM_006557305.1"," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X4, mRNA"
"256","GB40266","FBO  19","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006557305.1"," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X4, mRNA"
"257","GB40267","FBO  3",NA,NA,NA,"552656","FBpp0083665","FBgn0038996","XM_625031.4"," PREDICTED: Apis mellifera mitochondrial ribosomal protein L45 (mRpL45), mRNA"
"258","GB40268","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006557300.1"," PREDICTED: Apis mellifera uncharacterized LOC102655859 (LOC102655859), mRNA"
"259","GB40269","FBO  13","Sterile",NA,NA,"413720","FBpp0082928","FBgn0010926","XM_397160.4"," PREDICTED: Apis mellifera uncharacterized LOC413720 (LOC413720), transcript variant X2, mRNA"
"260","GB40270","FBO  9",NA,NA,NA,"100576298","#N/A","#N/A","XM_006557302.1"," PREDICTED: Apis mellifera uncharacterized LOC100576298 (LOC100576298), mRNA"
"261","GB40271","FBO  4","Reproductive",NA,NA,"100576146","FBpp0071254","FBgn0030122","XM_006557320.1"," PREDICTED: Apis mellifera aladin-like (LOC100576146), mRNA"
"262","GB40273","FBO  3","Sterile",NA,NA,"100576110","FBpp0083757","FBgn0039039","XM_006557318.1"," PREDICTED: Apis mellifera uncharacterized LOC100576110 (LOC100576110), transcript variant X3, mRNA"
"263","GB40274","FBO  3",NA,NA,NA,"411814","#N/A","#N/A","XM_395281.4"," PREDICTED: Apis mellifera kinesin 2C (kinesin-2C), transcript variant X5, mRNA"
"264","GB40275","FBO  5",NA,NA,NA,NA,"#N/A","#N/A","XM_006572492.1"," PREDICTED: Apis mellifera uncharacterized LOC102654669 (LOC102654669), mRNA"
"265","GB40276","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006572510.1"," PREDICTED: Apis mellifera excitatory amino acid transporter 3-like (LOC102656460), partial mRNA"
"266","GB40277","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"267","GB40278","FBO  6","Sterile",NA,NA,"409736","FBpp0070087","FBgn0023537","XM_393234.5"," PREDICTED: Apis mellifera methylmalonate-semialdehyde dehydrogenase [acylating]-like protein (LOC409736), transcript variant X6, mRNA"
"268","GB40279","FBO  1",NA,NA,NA,"100577322","#N/A","#N/A","XM_006568045.1"," PREDICTED: Apis mellifera uncharacterized LOC100577322 (LOC100577322), transcript variant X2, mRNA"
"269","GB40280","FBO  3",NA,NA,"paternal","412876","FBpp0087539","FBgn0027580","XM_006568043.1"," PREDICTED: Apis mellifera pyruvate carboxylase, mitochondrial-like (LOC412876), transcript variant X1, mRNA"
"270","GB40281","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XR_411075.1"," PREDICTED: Apis mellifera uncharacterized LOC102655925 (LOC102655925), ncRNA"
"271","GB40282","FBO  1",NA,NA,NA,"409714","FBpp0289067","FBgn0259227","XM_006568041.1"," PREDICTED: Apis mellifera uncharacterized LOC409714 (LOC409714), transcript variant X1, mRNA"
"272","GB40283","FBO  6","Sterile",NA,NA,"409715","FBpp0078411","FBgn0051547","XM_003251121.2"," PREDICTED: Apis mellifera bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like (LOC409715), mRNA"
"273","GB40284","FBO  1",NA,NA,NA,"725159","#N/A","#N/A","XM_001121037.3"," PREDICTED: Apis mellifera cytochrome P450 6AS10 (CYP6AS10), mRNA"
"274","GB40285","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_001121037.3"," PREDICTED: Apis mellifera cytochrome P450 6AS10 (CYP6AS10), mRNA"
"275","GB40286","FBO  4","Reproductive",NA,NA,"725087","#N/A","#N/A","XM_001120976.3"," PREDICTED: Apis mellifera cytochrome P450 6AS16P (CYP6AS16P), mRNA"
"276","GB40287","FBO  6",NA,NA,NA,"551028","#N/A","#N/A","XM_623424.4"," PREDICTED: Apis mellifera cytochrome P450 6AS13 (CYP6AS13), transcript variant 1, mRNA"
"277","GB40288","FBO  13",NA,NA,NA,NA,"FBpp0087770","FBgn0033304","XM_623424.4"," PREDICTED: Apis mellifera cytochrome P450 6AS13 (CYP6AS13), transcript variant 1, mRNA"
"278","GB40289","FBO  3",NA,NA,NA,"550956","FBpp0074800","FBgn0036848","XM_006568038.1"," PREDICTED: Apis mellifera carbohydrate kinase domain-containing protein-like (LOC550956), transcript variant X1, mRNA"
"279","GB40290","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"280","GB40291","FBO  4",NA,NA,NA,NA,NA,NA,NA,NA
"281","GB40292","FBO  2","Reproductive",NA,NA,NA,NA,NA,NA,NA
"282","GB40293","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"283","GB40294","FBO  2","Reproductive",NA,NA,NA,NA,NA,NA,NA
"284","GB40295","FBO  2","Reproductive",NA,NA,NA,NA,NA,NA,NA
"285","GB40296","FBO  2","Reproductive",NA,NA,"412637","FBpp0083082","FBgn0038640","XM_006557299.1"," PREDICTED: Apis mellifera kanadaptin-like (LOC412637), mRNA"
"286","GB40297","FBO  3",NA,NA,NA,"550975","#N/A","#N/A","XM_006557298.1"," PREDICTED: Apis mellifera uncharacterized LOC550975 (LOC550975), transcript variant X2, mRNA"
"287","GB40298","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006557297.1"," PREDICTED: Apis mellifera uncharacterized LOC102655415 (LOC102655415), mRNA"
"288","GB40299","FBO  1",NA,NA,NA,"552350","FBpp0073079","FBgn0035513","NM_001270821.1"," Apis mellifera cuticular protein 5 (CPR5), mRNA"
"289","GB40300","FBO  5",NA,NA,NA,NA,"#N/A","#N/A","XM_624464.4"," PREDICTED: Apis mellifera aldose-1-epimerase (LOC552086), transcript variant X3, mRNA"
"290","GB40301","FBO  3",NA,NA,NA,"552086","FBpp0076771","FBgn0035679","XM_624464.4"," PREDICTED: Apis mellifera aldose-1-epimerase (LOC552086), transcript variant X3, mRNA"
"291","GB40302","FBO  12",NA,NA,NA,"411576","FBpp0077419","FBgn0250906","XM_395047.5"," PREDICTED: Apis mellifera phosphoglycerate kinase (Pgk), transcript variant 1, mRNA"
"292","GB40303","FBO  21",NA,NA,NA,"412187","FBpp0073935","FBgn0030710","XM_006557281.1"," PREDICTED: Apis mellifera uncharacterized LOC412187 (LOC412187), transcript variant X2, mRNA"
"293","GB40304","FBO  6",NA,NA,NA,"413892","#N/A","#N/A","XM_397331.5"," PREDICTED: Apis mellifera ankyrin-1-like (LOC413892), transcript variant X2, mRNA"
"294","GB40305","FBO  15",NA,NA,NA,"413891","FBpp0088174","FBgn0039909","XM_397330.5"," PREDICTED: Apis mellifera NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Ndufs2), transcript variant 1, mRNA"
"295","GB40306","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"296","GB40307","FBO  4","Reproductive",NA,NA,"412547","FBpp0082384","FBgn0004855","XM_396002.3"," PREDICTED: Apis mellifera RNA polymerase II 15kD subunit (RpII15), transcript variant X2, mRNA"
"297","GB40308","FBO  9","Reproductive",NA,NA,"409521","FBpp0099759","FBgn0036306","XM_393027.5"," PREDICTED: Apis mellifera hsp70-binding protein 1-like (LOC409521), mRNA"
"298","GB40309","FBO  9","Reproductive",NA,NA,"100578522","FBpp0079908","FBgn0032407","XM_006557284.1"," PREDICTED: Apis mellifera peroxisomal biogenesis factor 19-like (LOC100578522), transcript variant X2, mRNA"
"299","GB40310","FBO  8",NA,NA,NA,"411575","FBpp0289571","FBgn0039908","XM_395046.5"," PREDICTED: Apis mellifera uncharacterized LOC411575 (LOC411575), transcript variant X5, mRNA"
"300","GB40311","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006557296.1"," PREDICTED: Apis mellifera uncharacterized LOC100578684 (LOC100578684), mRNA"
"301","GB40312","FBO  19","Sterile",NA,NA,"411525","FBpp0085277","FBgn0032955","XM_006557290.1"," PREDICTED: Apis mellifera choline/ethanolamine kinase-like (LOC411525), transcript variant X2, mRNA"
"302","GB40313","FBO  6","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006557292.1"," PREDICTED: Apis mellifera choline/ethanolamine kinase-like (LOC411525), transcript variant X4, mRNA"
"303","GB40314","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"304","GB40315","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_396192.5"," PREDICTED: Apis mellifera roundabout (robo), mRNA"
"305","GB40316","FBO  1","Sterile",NA,NA,"412739","FBpp0071834","FBgn0005631","XM_396192.5"," PREDICTED: Apis mellifera roundabout (robo), mRNA"
"306","GB40317","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"307","GB40318","FBO  11",NA,NA,NA,NA,"#N/A","#N/A","XM_001121700.3"," PREDICTED: Apis mellifera transcription initiation factor TFIID subunit 3-like (LOC725906), mRNA"
"308","GB40319","FBO  2","Reproductive",NA,NA,"552129","FBpp0271736","FBgn0032717","XM_006572132.1"," PREDICTED: Apis mellifera uncharacterized LOC552129 (LOC552129), mRNA"
"309","GB40320","FBO  10",NA,NA,NA,"411359","FBpp0088955","FBgn0002174","XM_006572131.1"," PREDICTED: Apis mellifera DnaJ60-like protein (LOC411359), transcript variant X1, mRNA"
"310","GB40321","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"311","GB40322","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"312","GB40323","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"313","GB40324","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"314","GB40325","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"315","GB40326","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_006572612.1"," PREDICTED: Apis mellifera potassium voltage-gated channel subfamily KQT member 1-like (LOC102655649), mRNA"
"316","GB40327","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_001122600.3"," PREDICTED: Apis mellifera uncharacterized LOC726884 (LOC726884), mRNA"
"317","GB40328","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"318","GB40329","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006557870.1"," PREDICTED: Apis mellifera uncharacterized LOC102654001 (LOC102654001), mRNA"
